Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,
112,192,20110,"Miller, Jeff",1,1,200,1/4/11,1/3/13,11,6,2,1,1,HRES6,Veterans Affairs,43,1,FL,,
112,192,15627,"Stearns, Clifford B.",1,2,200,1/17/11,1/3/13,0,10,4,1,0,HRES37,Veterans Affairs,43,6,FL,Defeated for renomination,
112,192,20704,"Lamborn, Doug",1,3,200,1/17/11,1/3/13,0,2,4,1,1,HRES37,Veterans Affairs,62,5,CO,,
112,192,20758,"Bilirakis, Gus",1,4,200,1/17/11,1/3/13,0,3,2,1,1,HRES37,Veterans Affairs,43,9,FL,Listed by the committee as the vice chairman,
112,192,20947,"Roe, David P.",1,5,200,1/17/11,1/3/13,0,2,2,1,1,HRES37,Veterans Affairs,54,1,TN,,
112,192,21100,"Stutzman, Marlin",1,6,200,1/17/11,1/3/13,0,1,2,1,2,HRES37,Veterans Affairs,22,3,IN,Transferred to Financial Services,
112,192,21182,"Flores, Bill",1,7,200,1/17/11,1/3/13,0,1,2,1,1,HRES37,Veterans Affairs,49,17,TX,,
112,192,21162,"Johnson, Bill",1,8,200,1/17/11,1/3/13,0,1,2,1,2,HRES37,Veterans Affairs,24,6,OH,Transferred to Energy and Commerce,
112,192,21109,"Denham, Jeff",1,9,200,1/17/11,1/3/13,0,1,2,1,1,HRES37,Veterans Affairs,71,19,CA,,
112,192,21153,"Runyan, Jon",1,10,200,1/17/11,1/3/13,0,1,2,1,1,HRES37,Veterans Affairs,12,3,NJ,,
112,192,21141,"Benishek, Dan",1,11,200,1/17/11,1/3/13,0,1,2,1,1,HRES37,Veterans Affairs,23,1,MI,,
112,192,21158,"Buerkle, Ann Marie",1,12,200,1/17/11,1/3/13,0,1,2,1,0,HRES37,Veterans Affairs,13,25,NY,Defeated for reelection,
112,192,21134,"Huelskamp, Tim",1,13,200,1/17/11,1/3/13,0,1,2,1,1,HRES37,Veterans Affairs,32,1,KS,,
112,192,,[Vacant],1,15,200,,,,,,,,,Veterans Affairs,,,,,
112,192,29325,"Filner, Bob",2,1,100,1/4/11,12/3/12,21,10,2,6,0,HRES7,Veterans Affairs,71,51,CA,"Resigned to become Mayor of San Diego, 12/3/12",
112,192,29328,"Brown, Corrine",2,2,100,1/18/11,1/3/13,0,10,2,1,1,HRES39,Veterans Affairs,43,3,FL,,
112,192,29764,"Reyes, Silvestre",2,3,100,1/18/11,1/3/13,0,1,5,1,0,HRES39,Veterans Affairs,49,16,TX,Defeated for renomination,
112,192,20328,"Michaud, Michael H.",2,4,100,1/18/11,1/3/13,0,5,2,1,1,HRES39,Veterans Affairs,2,2,ME,"Mr. Michaud is to rank above Ms. Brown of Florida, HRES830",
112,192,20310,"Sanchez, Linda",2,5,100,1/24/11,1/3/13,0,1,2,1,2,HRES52,Veterans Affairs,71,39,CA,Transferred to Ways and Means,
112,192,20719,"Braley, Bruce L.",2,6,100,1/18/11,1/3/13,0,1,2,1,2,HRES39,Veterans Affairs,31,1,IA,Transferred to Energy and Commerce,
112,192,20702,"McNerney, Jerry",2,7,100,1/18/11,1/3/13,0,3,2,1,2,HRES39,Veterans Affairs,71,11,CA,Transferred to Energy and Commerce,
112,192,20717,"Donnelly, Joe",2,8,100,1/25/11,1/3/13,0,3,2,1,0,HRES62,Veterans Affairs,22,2,IN,Elected to U.S. Senate,
112,192,20726,"Walz, Timothy J.",2,9,100,1/25/11,1/3/13,0,3,2,1,1,HRES62,Veterans Affairs,33,1,MN,,
112,192,20507,"Barrow, John",2,10,100,1/25/11,1/3/13,0,1,2,1,0,HRES62,Veterans Affairs,44,12,GA,Left for no other,
112,192,20516,"Carnahan, Russ",2,11,100,1/25/11,1/3/13,0,1,2,1,0,HRES62,Veterans Affairs,34,3,MO,Defeated for renomination,
112,192,21197,"Turner, Bob L.",4,12,100,10/4/11,1/3/13,0,1,2,1,0,HRES420,Veterans Affairs,13,9,NY,"Elected in special election, to replace Anthony Weiner, 9/13/11; unsuccessful candidate for U.S. Senate",
112,192,21196,"Amodei, Mark E.",4,14,200,10/4/11,1/3/13,0,1,2,1,1,HRES420,Veterans Affairs,2,65,NV,Replaced vacancy,
112,196,29124,"Camp, Dave",1,1,200,1/4/11,1/3/13,11,10,2,1,1,HRES6,Ways and Means,23,4,MI,,
112,196,15420,"Herger, Wally",1,2,200,1/4/11,1/3/13,0,10,2,1,0,HRES6,Ways and Means,71,2,CA,Did not seek reelection,
112,196,29143,"Johnson, Sam",1,3,200,1/4/11,1/3/13,0,9,2,1,1,HRES6,Ways and Means,49,3,TX,,
112,196,29760,"Brady, Kevin",1,4,200,1/4/11,1/3/13,0,6,2,1,1,HRES6,Ways and Means,49,8,TX,,
112,196,29939,"Ryan, Paul",1,5,200,1/4/11,1/3/13,0,6,2,1,1,HRES6,Ways and Means,25,1,WI,,
112,196,20307,"Nunes, Devin",1,6,200,1/4/11,1/3/13,0,4,2,1,1,HRES6,Ways and Means,71,21,CA,,
112,196,20130,"Tiberi, Patrick",1,7,200,1/4/11,1/3/13,0,3,2,1,1,HRES6,Ways and Means,24,12,OH,,
112,196,20511,"Davis, Geoff",1,8,200,1/4/11,7/31/12,0,2,2,8,0,HRES6,Ways and Means,51,4,KY,"Resigned due to family health issues, 7/31/12",
112,196,20536,"Reichert, David G.",1,9,200,1/4/11,1/3/13,0,2,2,1,1,HRES6,Ways and Means,73,8,WA,,
112,196,20514,"Boustany, Charles W. Jr.",1,10,200,1/4/11,1/3/13,0,2,2,1,1,HRES6,Ways and Means,45,7,LA,,
112,196,20730,"Heller, Dean",1,11,200,1/4/11,5/9/11,0,2,2,6,0,HRES6,Ways and Means,65,2,NV,Appointed to U.S. Senate,
112,196,20715,"Roskam, Peter J.",1,12,200,1/4/11,1/3/13,0,2,2,1,1,HRES6,Ways and Means,21,6,IL,,
112,196,20345,"Gerlach, Jim",1,13,200,1/4/11,1/3/13,0,1,2,1,1,HRES6,Ways and Means,14,6,PA,,
112,196,20505,"Price, Tom",1,14,200,1/4/11,1/3/13,0,1,2,1,1,HRES6,Ways and Means,44,6,GA,,
112,196,20709,"Buchanan, Vern",1,15,200,1/4/11,1/3/13,0,1,2,1,1,HRES6,Ways and Means,43,13,FL,,
112,196,20729,"Smith, Adrian",1,16,200,1/4/11,1/3/13,0,1,2,1,1,HRES6,Ways and Means,35,3,NE,,
112,196,20914,"Schock, Aaron",1,17,200,1/4/11,1/3/13,0,1,2,1,1,HRES6,Ways and Means,21,18,IL,,
112,196,20936,"Lee, Christopher John",1,18,200,1/4/11,2/9/11,0,1,2,8,0,HRES6,Ways and Means,13,26,NY,"Resigned due to a sex scandal, 2/9/11",
112,196,20915,"Jenkins, Lynn",1,19,200,1/4/11,1/3/13,0,1,2,1,1,HRES6,Ways and Means,32,2,KS,,
112,196,20924,"Paulsen, Erik",1,20,200,1/4/11,1/3/13,0,1,2,1,1,HRES6,Ways and Means,33,3,MN,,
112,196,21160,"Berg, Rick",1,22,200,1/4/11,1/3/13,0,1,2,1,0,HRES6,Ways and Means,36,1,ND,Unsuccessful candidate for U.S. Senate,
112,196,21180,"Black, Diane",1,23,200,1/4/11,1/3/13,0,1,2,1,1,HRES6,Ways and Means,54,6,TN,,
112,196,15033,"Levin, Sander M.",2,1,100,1/4/11,1/3/13,21,13,2,1,1,HRES7,Ways and Means,23,12,MI,,
112,196,13035,"Rangel, Charles B.",2,2,100,1/10/11,1/3/13,0,19,2,1,1,HRES31,Ways and Means,13,15,NY,,
112,196,14053,"Stark, Fortney Pete",2,3,100,1/10/11,1/3/13,0,19,2,1,0,HRES31,Ways and Means,71,13,CA,Defeated for reelection by member of same party as result of California jungle primary system,
112,196,15613,"McDermott, James A.",2,4,100,1/10/11,1/3/13,0,11,2,1,1,HRES31,Ways and Means,73,7,WA,,
112,196,15431,"Lewis, John R.",2,5,100,1/10/11,1/3/13,0,10,2,1,1,HRES31,Ways and Means,44,5,GA,,
112,196,15616,"Neal, Richard E.",2,6,100,1/10/11,1/3/13,0,10,2,1,1,HRES31,Ways and Means,3,2,MA,,
112,196,29316,"Becerra, Xavier",2,7,100,1/10/11,1/3/13,0,8,2,1,1,HRES31,Ways and Means,71,31,CA,,
112,196,29571,"Doggett, Lloyd",2,8,100,1/10/11,1/3/13,0,7,2,1,1,HRES31,Ways and Means,49,25,TX,,
112,196,29901,"Thompson, Mike",2,9,100,1/10/11,1/3/13,0,4,2,1,1,HRES31,Ways and Means,71,1,CA,,
112,196,29908,"Larson, John B.",2,10,100,1/10/11,1/3/13,0,4,2,1,1,HRES31,Ways and Means,1,1,CT,,
112,196,29588,"Blumenauer, Earl",2,11,100,1/10/11,1/3/13,0,3,2,1,1,HRES31,Ways and Means,72,3,OR,,
112,196,29769,"Kind, Ron",2,12,100,1/10/11,1/3/13,0,3,2,1,1,HRES31,Ways and Means,25,3,WI,,
112,196,29741,"Pascrell, William J., Jr.",2,13,100,1/10/11,1/3/13,0,3,2,1,1,HRES31,Ways and Means,12,8,NJ,,
112,196,29922,"Berkley, Shelley",2,14,100,1/10/11,1/3/13,0,3,2,1,0,HRES31,Ways and Means,65,1,NV,Unsuccessful candidate for U.S. Senate,
112,196,29925,"Crowley, Joseph",2,15,100,1/10/11,1/3/13,0,3,2,1,1,HRES31,Ways and Means,13,7,NY,,
112,196,20532,"Marchant, Kenny",4,21,200,3/15/11,1/3/13,0,1,2,1,0,HRES168,Ways and Means,49,24,TX,Late appointment; to rank immediately after Mr. Paulsen,
112,196,21101,"Reed, Thomas W., II",6,1,200,6/14/11,1/3/13,0,1,2,1,1,HRES303,Ways and Means,13,29,NY,Replaced Heller,
112,242,29572,"Thornberry, William M. (Mac)",1,1,200,1/11/11,1/3/13,11,5,2,1,1,H200,Intelligence (Select),49,13,TX,,
112,242,29549,"Myrick, Sue",1,2,200,1/11/11,1/3/13,0,2,2,1,0,H200,Intelligence (Select),47,9,NC,Retired from Congress,
112,242,20110,"Miller, Jeff",1,3,200,1/11/11,1/3/13,0,2,2,1,1,H200,Intelligence (Select),43,1,FL,,
112,242,20531,"Conaway, K. Michael",1,4,200,1/11/11,1/3/13,0,2,2,1,1,H200,Intelligence (Select),49,11,TX,,
112,242,29375,"King, Peter T.",1,5,200,1/11/11,1/3/13,0,2,2,1,1,H200,Intelligence (Select),13,3,NY,,
112,242,29539,"Lobiondo, Frank A.",1,6,200,1/11/11,1/3/13,0,1,2,1,1,H200,Intelligence (Select),12,2,NJ,,
112,242,20307,"Nunes, Devin",1,7,200,1/11/11,1/3/13,0,1,2,1,1,H200,Intelligence (Select),71,21,CA,,
112,242,20506,"Westmoreland, Lynn A.",1,8,200,1/11/11,1/3/13,0,1,2,1,1,H200,Intelligence (Select),44,3,GA,,
112,242,20728,"Bachmann, Michele",1,9,200,1/11/11,1/3/13,0,1,2,1,1,H200,Intelligence (Select),33,6,MN,,
112,242,20910,"Rooney, Thomas J.",1,10,200,1/11/11,1/3/13,0,1,2,1,1,H200,Intelligence (Select),43,16,FL,,
112,242,21151,"Heck, Joe",1,11,200,1/11/11,1/3/13,0,1,2,1,1,H200,Intelligence (Select),65,3,NV,,
112,242,20329,"Ruppersberger, C.A. Dutch",2,1,100,1/25/11,1/3/13,21,5,2,1,1,H500,Intelligence (Select),52,2,MD,,
112,242,29901,"Thompson, Mike",2,2,100,1/25/11,1/3/13,0,3,2,1,1,H500,Intelligence (Select),71,1,CA,,
112,242,29911,"Schakowsky, Janice D",2,3,100,1/25/11,1/3/13,0,3,2,1,1,H500,Intelligence (Select),21,9,IL,,
112,242,20136,"Langevin, James",2,4,100,1/25/11,1/3/13,0,3,2,1,1,H500,Intelligence (Select),5,2,RI,,
112,242,20104,"Schiff, Adam",2,5,100,1/25/11,1/3/13,0,3,2,1,1,H500,Intelligence (Select),71,29,CA,,
112,242,20523,"Boren, Dan",2,6,100,1/25/11,1/3/13,0,3,2,1,0,H500,Intelligence (Select),53,2,OK,Did not seek reelection,
112,242,29348,"Gutierrez, Luis V.",2,7,100,1/25/11,1/3/13,0,1,2,1,1,H500,Intelligence (Select),21,4,IL,,
112,242,20326,"Chandler, A.B.",2,8,100,1/25/11,1/3/13,0,1,2,1,0,H500,Intelligence (Select),51,6,KY,Defeated for reelection,
112,251,29375,"King, Peter T.",1,1,200,1/4/11,1/3/13,11,5,2,1,1,HRES6,Homeland Security,13,3,NY,,
112,251,15445,"Smith, Lamar S.",1,2,200,1/17/11,1/3/13,0,5,2,1,1,HRES37,Homeland Security,49,21,TX,,
112,251,14647,"Lungren, Daniel E.",1,3,200,1/17/11,1/3/13,0,4,2,1,0,HRES37,Homeland Security,71,3,CA,Defeated for reelection,
112,251,20301,"Rogers, Mike",1,4,200,1/17/11,1/3/13,0,4,2,1,1,HRES37,Homeland Security,41,3,AL,,
112,251,20530,"McCaul, Michael T.",1,5,200,1/17/11,1/3/13,0,4,2,1,1,HRES37,Homeland Security,49,10,TX,,
112,251,20758,"Bilirakis, Gus",1,6,200,1/17/11,1/3/13,0,3,2,1,2,HRES37,Homeland Security,43,9,FL,Transferred to Energy and Commerce,
112,251,20753,"Broun, Paul C., Jr.",1,7,200,1/17/11,1/3/13,0,3,2,1,1,HRES37,Homeland Security,44,10,GA,,
112,251,20331,"Miller, Candice S.",1,8,200,1/17/11,1/3/13,0,3,2,1,1,HRES37,Homeland Security,23,10,MI,,
112,251,21144,"Walberg, Tim",1,9,200,1/17/11,1/3/13,0,1,2,1,2,HRES37,Homeland Security,23,7,MI,Left for no other,
112,251,21146,"Cravaack, Chip",1,10,200,1/17/11,1/3/13,0,1,2,1,0,HRES37,Homeland Security,33,8,MN,Defeated for reelection,
112,251,21126,"Walsh, Joe",1,11,200,1/17/11,1/3/13,0,1,2,1,0,HRES37,Homeland Security,21,8,IL,Defeated for reelection,
112,251,21168,"Meehan, Pat",1,12,200,1/17/11,1/3/13,0,1,2,1,1,HRES37,Homeland Security,14,7,PA,,
112,251,21104,"Quayle, Ben",1,13,200,1/17/11,1/3/13,0,1,2,1,0,HRES37,Homeland Security,61,3,AZ,Defeated for renomination,
112,251,21185,"Rigell, Scott",1,14,200,1/17/11,1/3/13,0,1,2,1,2,HRES37,Homeland Security,40,2,VA,Transferred to Budget,
112,251,21150,"Long, Billy",1,15,200,1/17/11,1/3/13,0,1,2,1,2,HRES37,Homeland Security,34,7,MO,Transferred to Energy and Commerce,
112,251,21174,"Duncan, Jeff",1,16,200,1/17/11,1/3/13,0,1,2,1,1,HRES37,Homeland Security,48,3,SC,,
112,251,21170,"Marino, Tom",1,17,200,1/17/11,1/3/13,0,1,2,1,1,HRES37,Homeland Security,14,10,PA,,
112,251,21184,"Farenthold, Blake",1,18,200,1/18/11,1/3/13,0,1,2,1,2,HRES42,Homeland Security,49,27,TX,Transferred to Judiciary,
112,251,21193,"Brooks, Mo",1,19,200,1/24/11,10/4/11,0,1,2,3,2,HRES53,Homeland Security,41,5,AL,"Left committee for Bob Turner, H6533",
112,251,29368,"Thompson, Bennie",2,1,100,1/4/11,1/3/13,21,5,2,1,1,HRES7,Homeland Security,46,2,MS,,
112,251,29709,"Sanchez, Loretta",2,2,100,1/18/11,1/3/13,0,5,2,1,1,HRES39,Homeland Security,71,47,CA,,
112,251,29318,"Harman, Jane",2,3,100,1/18/11,2/28/11,0,5,2,8,0,HRES39,Homeland Security,71,36,CA,"Became president, Woodrow Wilson Center for International Scholars",
112,251,29573,"Jackson Lee, Sheila",2,4,100,1/18/11,1/3/13,0,5,2,1,1,HRES39,Homeland Security,49,18,TX,,
112,251,20533,"Cuellar, Henry",2,5,100,1/18/11,1/3/13,0,3,2,1,2,HRES39,Homeland Security,49,28,TX,Transferred to Appropriations,
112,251,20733,"Clarke, Yvette D.",2,6,100,1/18/11,1/3/13,0,3,2,1,1,HRES39,Homeland Security,13,11,NY,,
112,251,20752,"Richardson, Laura",2,7,100,1/18/11,1/3/13,0,2,2,1,0,HRES39,Homeland Security,71,37,CA,Defeated for reelection,
112,251,70501,"Christensen, Donna",2,8,100,1/18/11,3/8/11,0,1,4,2,2,HRES39,Homeland Security,93,83,VI,Formerly Donna Christian-Green; transferred to Energy and Commerce,
112,251,29717,"Davis, Danny K.",2,9,100,1/18/11,1/3/13,0,1,2,1,2,HRES39,Homeland Security,21,7,IL,Transferred to Ways and Means,
112,251,20519,"Higgins, Brian",2,10,100,1/18/11,1/3/13,0,1,2,1,1,HRES39,Homeland Security,13,27,NY,,
112,251,20762,"Speier, Karen Lorraine Jacqueline (Jackie)",2,11,100,1/18/11,2/16/12,0,1,2,2,2,HRES39,Homeland Security,71,12,CA,"Transferred to Committee on Armed Services, H886",
112,251,21137,"Richmond, Cedric",2,12,100,1/18/11,1/3/13,0,1,2,1,1,HRES39,Homeland Security,45,2,LA,,
112,251,21145,"Clarke, Hansen",2,13,100,1/18/11,1/3/13,0,1,2,1,0,HRES39,Homeland Security,23,13,MI,Defeated for renomination,
112,251,21140,"Keating, William",2,14,100,1/18/11,1/3/13,0,1,2,1,1,HRES39,Homeland Security,3,10,MA,,
112,251,21197,"Turner, Bob L.",6,1,200,10/4/11,1/3/13,0,1,2,1,0,HRES420,Homeland Security,13,9,NY,"To replace Mo Brooks, H6533; elected in special election, to replace Anthony Weiner, 9/13/11; unsuccessful candidate for U.S. Senate",
112,251,21194,"Hochul, Kathleen C.",7,1,100,6/2/11,1/3/13,0,1,2,1,0,HRES293,Homeland Security,13,26,NY,"Replaced Harman; elected in special election, to replace Chris Lee, 5/24/11; defeated for reelection",
112,251,21195,"Hahn, Janice",7,2,100,7/28/11,1/3/13,0,1,2,1,1,HRES377,Homeland Security,71,36,CA,Replaced Christensen,
112,251,21199,"Barber, Ron",7,3,100,6/26/12,1/3/13,0,1,2,1,1,HRES707,Homeland Security,61,8,AZ,Replaced Speier,
112,500,20925,"Harper, Gregg",1,1,200,4/12/11,1/3/13,81,2,2,1,1,HRES197,Library (Joint),46,3,MS,,
112,500,14647,"Lungren, Daniel E.",1,2,200,4/12/11,1/3/13,0,3,2,1,0,HRES197,Library (Joint),71,3,CA,Ex-officio as chair of House Administration; defeated for reelection,
112,500,20111,"Crenshaw, Ander",1,3,200,4/12/11,1/3/13,0,1,2,1,2,HRES197,Library (Joint),43,4,FL,Ex-officio as chair of Leg. Branch Subcomm. of HAC,
112,500,29777,"Brady, Robert A.",2,1,100,4/12/11,1/3/13,0,2,2,1,1,HRES197,Library (Joint),14,1,PA,,
112,500,29504,"Lofgren, Zoe",2,2,100,4/12/11,1/3/13,0,4,2,1,1,HRES197,Library (Joint),71,16,CA,,
112,501,20925,"Harper, Gregg",1,1,200,4/12/11,1/3/13,11,1,2,1,1,HRES197,Printing (Joint),46,3,MS,,
112,501,14647,"Lungren, Daniel E.",1,2,200,4/12/11,1/3/13,0,2,2,1,0,HRES197,Printing (Joint),71,3,CA,Ex-officio as chair of House Administration; defeated for reelection,
112,501,20914,"Schock, Aaron",1,3,200,4/12/11,1/3/13,0,1,2,1,2,HRES197,Printing (Joint),21,18,IL,,
112,501,29777,"Brady, Robert A.",2,1,100,4/12/11,1/3/13,0,3,2,1,1,HRES197,Printing (Joint),14,1,PA,,
112,501,29943,"Gonzalez, Charles A.",2,2,100,4/12/11,1/3/13,0,1,2,1,0,HRES197,Printing (Joint),49,20,TX,Did not seek reelection,
112,503,29124,"Camp, Dave",1,1,200,,1/3/13,11,2,2,1,1,House Clerk,Taxation (Joint),23,4,MI,"Membership taken from ""List of Standing committees,"" prepared by House Clerk, dated 6/1/2011",
112,503,15420,"Herger, Wally",1,2,200,,1/3/13,0,3,2,1,0,House Clerk,Taxation (Joint),71,2,CA,"Membership taken from ""List of Standing committees,"" prepared by House Clerk, dated 6/1/2011; did not seek reelection",
112,503,29143,"Johnson, Sam",1,3,200,,1/3/13,0,1,2,1,1,House Clerk,Taxation (Joint),49,3,TX,"Membership taken from ""List of Standing committees,"" prepared by House Clerk, dated 6/1/2011",
112,503,15033,"Levin, Sander M.",2,1,100,,1/3/13,0,3,2,1,1,House Clerk,Taxation (Joint),23,12,MI,"Membership taken from ""List of Standing committees,"" prepared by House Clerk, dated 6/1/2011",
112,503,13035,"Rangel, Charles B.",2,2,100,,1/3/13,0,9,2,1,1,House Clerk,Taxation (Joint),13,15,NY,"Membership taken from ""List of Standing committees,"" prepared by House Clerk, dated 6/1/2011",
112,507,29760,"Brady, Kevin",1,1,200,1/26/11,1/3/13,81,4,2,1,1,H501,Economic (Joint),49,8,TX,,
112,507,20355,"Burgess, Michael",1,2,200,1/26/11,1/3/13,0,2,2,1,2,H501,Economic (Joint),49,26,TX,,
112,507,20539,"Campbell, John",1,3,200,1/26/11,1/3/13,0,2,2,1,1,H501,Economic (Joint),71,48,CA,,
112,507,21189,"Duffy, Sean P.",1,4,200,1/26/11,1/3/13,0,1,2,1,1,H501,Economic (Joint),25,7,WI,,
112,507,21143,"Amash, Justin",1,5,200,1/26/11,1/3/13,0,1,2,1,1,H501,Economic (Joint),23,3,MI,,
112,507,21176,"Mulvaney, Mick",1,6,200,1/26/11,1/3/13,0,1,2,1,2,H501,Economic (Joint),48,5,SC,,
112,507,29380,"Hinchey, Maurice D.",2,1,100,3/9/11,1/3/13,0,4,2,1,0,H1642,Economic (Joint),13,26,NY,Did not seek reelection,
112,507,29379,"Maloney, Carolyn B.",2,2,100,3/9/11,1/3/13,0,6,2,1,1,H1642,Economic (Joint),13,14,NY,,
112,507,29709,"Sanchez, Loretta",2,3,100,3/9/11,1/3/13,0,4,2,1,1,H1642,Economic (Joint),71,47,CA,,
112,507,29587,"Cummings, Elijah E.",2,4,100,3/9/11,1/3/13,0,4,2,1,1,H1642,Economic (Joint),52,7,MD,,
112,511,20352,"Hensarling, Jeb",1,1,200,8/12/11,1/3/13,11,1,2,1,4,CR H5903,"Deficit Reduction (Joint, Select)",49,5,TX,New committee,
112,511,15446,"Upton, Frederick S.",1,2,200,8/12/11,1/3/13,42,1,2,1,4,CR H5903,"Deficit Reduction (Joint, Select)",23,6,MI,New committee,
112,511,29124,"Camp, Dave",1,3,200,8/12/11,1/3/13,43,1,2,1,4,CR H5903,"Deficit Reduction (Joint, Select)",23,4,MI,New committee,
112,511,39301,"Clyburn, James E.",2,1,100,8/12/11,1/3/13,22,1,2,1,4,CR H5903,"Deficit Reduction (Joint, Select)",48,6,SC,New committee,
112,511,29316,"Becerra, Xavier",2,2,100,8/12/11,1/3/13,23,1,2,1,4,CR H5903,"Deficit Reduction (Joint, Select)",71,31,CA,New committee,
112,511,20330,"Van Hollen, Chris",2,3,100,8/12/11,1/3/13,24,1,2,1,4,CR H5903,"Deficit Reduction (Joint, Select)",52,8,MD,New committee,
112,661,29137,"Boehner, John A.",1,1,200,1/5/11,1/3/13,31,1,2,1,1,H3,Speaker,24,8,OH,,
112,661,20144,"Cantor, Eric",1,2,200,1/5/11,1/3/13,41,1,2,1,1,H6,Majority Leader,40,7,VA,,
112,661,20703,"McCarthy, Kevin",1,3,200,1/5/11,1/3/13,51,1,2,1,1,H6,Majority Whip,71,22,CA,,
112,661,15448,"Pelosi, Nancy",2,1,100,1/5/11,1/3/13,61,1,4,1,1,H6,Minority Leader,71,8,CA,,
112,661,14873,"Hoyer, Steny H.",2,2,100,1/5/11,1/3/13,64,1,2,1,1,H6,Minority Whip,52,5,MD,,
113,102,21141,"Benishek, Dan",1,19,200,1/4/13,1/3/15,0,2,2,1,2,HRES17,Agriculture,23,1,MI,,
113,102,21329,"Bustos, Cheri",2,19,100,1/14/13,1/3/15,0,1,2,1,1,HRES22,Agriculture,21,17,IL,,
113,102,21345,"Collins, Chris",1,25,200,1/4/13,1/3/15,0,2,2,1,2,HRES17,Agriculture,27,13,NY,,
113,102,20531,"Conaway, K. Michael",1,6,200,1/4/13,1/3/15,0,5,2,1,1,HRES17,Agriculture,49,11,TX,,
113,102,20501,"Costa, Jim",2,4,100,1/3/13,1/3/15,0,5,2,1,1,HRES7,Agriculture,71,16,CA,,
113,102,20706,"Courtney, Joe",2,21,100,1/23/13,1/3/15,0,2,2,1,2,HRES42,Agriculture,1,2,CT,,
113,102,21106,"Crawford, Rick",1,12,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,42,1,AR,,
113,102,21328,"Davis, Rodney",1,24,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,21,13,IL,,
113,102,31101,"DelBene, Suzan",2,10,100,1/14/13,1/3/15,0,1,2,1,1,HRES22,Agriculture,73,1,WA,To rank immediately after McGovern,
113,102,21109,"Denham, Jeff",1,20,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,71,10,CA,,
113,102,21179,"DesJarlais, Scott",1,14,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,54,4,TN,,
113,102,21327,"Enyart, William L.",2,17,100,1/14/13,1/3/15,0,1,2,1,0,HRES22,Agriculture,21,12,IL,,
113,102,21181,"Fincher, Stephen",6,1,200,2/26/13,1/3/15,0,2,2,1,2,HRES82,Agriculture,54,8,TN,To replace Southerland; to rank immediately after Denham,
113,102,20941,"Fudge, Marcia",2,8,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Agriculture,24,11,OH,,
113,102,21363,"Gallego, Pete P.",2,16,100,1/14/13,1/3/15,0,1,2,1,0,HRES22,Agriculture,49,23,TX,,
113,102,20958,"Garamendi, John J.",7,1,100,2/13/13,1/3/15,0,2,2,1,2,HRES64,Agriculture,71,3,CA,To replace Owens,
113,102,21165,"Gibbs, Bob",1,8,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,24,7,OH,,
113,102,21156,"Gibson, Chris",1,15,200,1/4/13,1/3/15,0,2,2,1,0,HRES17,Agriculture,13,19,NY,,
113,102,39308,"Goodlatte, Robert W.",1,2,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,40,6,VA,,
113,102,21341,"Grisham, Michelle Lujan",2,13,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Agriculture,66,1,NM,,
113,102,21149,"Hartzler, Vicky",1,16,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,34,4,MO,,
113,102,21346,"Hudson, Richard",1,23,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,47,8,NC,,
113,102,20325,"King, Steve",1,3,200,1/4/13,1/3/15,0,6,2,1,1,HRES17,Agriculture,31,4,IA,,
113,102,21340,"Kuster, Ann McLane",2,14,100,1/3/13,1/3/15,0,1,2,1,1,HRES7,Agriculture,4,2,NH,,
113,102,21302,"La Malfa, Doug",1,22,200,1/4/13,1/3/15,0,2,2,1,1,HRES17,Agriculture,71,1,CA,,
113,102,29393,"Lucas, Frank D.",1,1,200,1/3/13,1/3/15,11,11,2,1,1,HRES6,Agriculture,53,3,OK,,
113,102,21344,"Maloney, Sean Patrick",2,20,100,1/14/13,1/3/15,0,1,2,1,1,HRES22,Agriculture,13,18,NY,,
113,102,21374,"McAllister, Vance M.",6,2,200,12/11/13,1/3/15,0,1,2,1,0,HRES437,Agriculture,45,5,LA,Replaced Roby,
113,102,29729,"McGovern, Jim",2,9,100,1/3/13,1/3/15,0,2,2,1,1,HRES7,Agriculture,3,2,MA,,
113,102,29746,"McIntyre, Mike",2,2,100,1/3/13,1/3/15,0,9,2,1,0,HRES7,Agriculture,47,7,NC,,
113,102,21310,"McLeod, Gloria Negrete",2,11,100,1/3/13,1/3/15,0,1,2,1,0,HRES7,Agriculture,71,35,CA,,
113,102,20353,"Neugebauer, Randy",1,4,200,1/4/13,1/3/15,0,6,2,1,1,HRES17,Agriculture,49,19,TX,,
